x,y,z
546.0175157275805,168.213367186519,b
530.6600108259184,206.28246866559402,b
595.1087117302336,217.36742217439905,b
543.6396022084407,201.39040747425452,b
560.0977469489949,185.62144851978456,b
510.32122084624774,181.0173944741784,b
536.185025976155,213.8872555659393,b
528.6816184837073,178.02116353203394,b
529.3774246299201,222.04470827028643,b
511.22384700815076,212.06244645203577,b
468.5178515537629,119.70118598664709,b
488.2790435137741,134.28579458332257,b
477.669569901968,154.76782649462353,b
395.8898953391208,72.19497202431774,b
464.5699705321653,137.82704289456893,b
480.38036308588045,141.46683292843488,b
465.205460610977,99.14760355663321,b
468.91131359160966,107.88039038696269,b
450.69763028911996,128.0947185147898,b
425.2800709624179,84.35893388986688,b
499.64187992913554,117.93639924688449,b
494.109798366322,78.09356860417728,b
501.6827212420736,161.59713659846489,b
446.4523498651566,125.55317440592262,b
476.8086850543638,92.00985106566037,b
502.345485769523,138.87901366587744,b
448.5712120179267,102.77969087444058,b
