x,y,z
291.1082330090431,171.37455654755337,b
318.77382792846197,179.49387946283855,b
306.7406430686087,211.51614625008852,b
267.7502390398466,169.80516912283525,b
291.5234741984582,216.2833894360851,b
300.6690373635662,194.1526073322379,b
299.1141383292623,213.6857954788419,b
313.77514272583363,193.07184826395633,b
334.91402636338256,172.16169502858088,b
268.23295218634786,187.43194773675157,b
304.0939601940146,239.66971598733898,b
292.42908540785936,221.54863546937605,b
301.8865431316782,189.97243559504534,b
256.4126025208171,196.42414334109566,b
281.1424594003922,173.10612308924215,b
289.16250245367416,203.0971439754216,b
308.1647643860645,194.60017281281444,b
301.72600537520947,223.02041735684645,b
336.6002433783365,224.45961413566243,b
294.30191872460506,288.5257115457546,b
325.8366971929246,239.23102062278053,b
317.9016411226883,290.195491284194,b
311.55251184469773,212.08961037996608,b
292.19998993203023,273.44425934904785,b
277.9058965304055,222.66098832033174,b
318.592285961743,261.0650524159137,b
301.0529669537147,208.99411417217544,b
243.81795707600415,256.7603361594963,b
283.25475056380776,260.87409563224816,b
296.7835750297772,255.35476136592774,b
329.6082642127956,257.5993924154907,b
270.87264292277644,252.91604466283633,b
307.40278174769236,287.2374143449786,b
286.20627124441273,217.80230348021325,b
348.97628280135467,215.81005251838974,b
273.445661291459,274.4909656569406,b
277.02787410098927,262.7878688418931,b
280.4686725562986,290.01469463170736,b
302.13144779797864,264.78971717139865,b
335.9252245538771,251.14577542500075,b
273.76415633984516,264.3835333669341,b
277.66898568305413,251.88956992667462,b
310.2220400961046,199.7102936710536,b
299.9169348672952,282.09382105257066,b
271.04668107743595,254.12297459013652,b
312.4466850042422,234.29519129613686,b
299.9942050181575,294.89000135095637,b
208.29537409670644,253.17281210627925,b
300.17418979812226,306.78207518738867,b
302.9475304930397,253.56256638346386,b
309.3942076636224,280.1252514704448,b
280.89358308983026,257.41505426845197,b
244.86125256643058,258.0965514819969,b
312.589099902624,233.83518542685022,b
282.63247593399785,256.2459085419584,b
296.3249521778717,241.50802359713032,b
301.95852679043657,292.8860398411302,b
268.4304667346631,265.53863351765057,b
295.13642793784487,292.94299526756686,b
283.6989685932118,278.7019576026641,b
310.8130459214741,292.28754673316337,b
327.1937416577801,277.94970740024723,b
326.8584397823677,265.3290245226501,b
294.48379280417106,332.10998189260806,b
325.4777679666264,282.0144130631412,b
319.7160443169838,291.6797161036215,b
294.67124155502967,305.4378060201052,b
310.43850267554063,313.87640739150794,b
304.2667247490034,300.21507820251367,b
313.9623232441871,290.2129777466365,b
304.93584760158194,306.6344450556078,b
281.94514159192056,254.08779877386888,b
301.14245372411216,348.28269294003076,b
299.85154652352196,292.17317759963373,b
305.4940773123928,309.4637976607937,b
313.87352788677646,293.5580701018694,b
307.33661909406766,314.52073421251146,b
260.6371812825457,96.1172296373797,b
285.03811083072867,78.17059952779186,b
322.6504410961298,58.49762381506224,b
297.4851539471751,44.81596653167355,b
278.5699894554637,87.03557411462805,b
275.10678581619567,106.60286426530104,b
276.3923722510889,73.31372305652309,b
245.17214006616473,82.29343637392674,b
267.1499875379067,36.72525179259708,b
264.13284307310334,61.37737859073309,b
258.1136495325068,36.34300715917868,b
282.8124095858982,88.59283021844954,b
323.9965904887945,37.260680348289895,b
296.03919626176196,64.95251809999638,b
327.1400848111837,48.90960136467419,b
247.51040451716693,88.92515594620318,b
301.03584852582486,59.34705138854315,b
289.5458223370559,100.48855128439817,b
301.83537153774955,31.045151683890595,b
254.10898387743023,50.60014844063704,b
